Answer: 
( _[]_[]_[]_[]_[]_ , 231 )
( [][[[]_]_[[]_]_]_ , 59 )
( [][[[]_]_[_[]_]_]_ , 179 )
( [][[[]_]_[_[]]_]_ , 34 )
( [][[[]_]_[[_[]_]_]_]_ , 7 )
( [][[[]_]_[_[]_[]]_]_ , 3 )
( [][[[]_]_[[]_[]_]_]_ , 4 )
( [][[[]_]_[[][]_]_]_ , 6 )
( [][[[]_]_[[]_[]]_]_ , 2 )
( [][[[]_]_[[_[]]_]_]_ , 7 )
( [][[[]_]_[_[_[]]_]_]_ , 10 )
( [][[[]_]_[_[[]_]_]_]_ , 6 )
( [][[[]_]_[_[_[]_]_]_]_ , 12 )
( [][[_[]]_[]_]_ , 147 )
( [][[_[]]_[_[]_]_]_ , 41 )
( [][[_[]_]_[]_]_ , 181 )
( [][[_[]_]_[_[]_]_]_ , 26 )
( [][[[]_[]_]_[]_]_ , 31 )
( [][[[][]]_[]_]_ , 12 )
( [][[[]_[]]_[]_]_ , 17 )
( [][[[_[]]_]_[]_]_ , 11 )
( [][[[[]_]_]_[]_]_ , 8 )
( [][[[_[]_]_]_[]_]_ , 49 )
( [][[_[_[]]_]_[]_]_ , 17 )
( [][[_[[]_]_]_[]_]_ , 29 )
( [][[_[_[]_]_]_[]_]_ , 27 )
( [][[[]_][]_[]_]_ , 34 )
( [][[[]_][][]_]_ , 14 )
( [][[[]_][]_]_ , 67 )
( [][[[]_][_[]_]_]_ , 159 )
( [][[[]_][_[]]_]_ , 38 )
( [][[[]_][[]_]_]_ , 59 )
( [][[[]_][_[[]_]_]_]_ , 13 )
( [][[[]_][_[]_[]]_]_ , 2 )
( [][[[]_][[][]]_]_ , 2 )
( [][[[]_][[[]_]_]_]_ , 12 )
( [][[[]_][_[_[]]_]_]_ , 20 )
( [][[[]_][_[_[]_]_]_]_ , 21 )
( [][[[]_][_[][]]_]_ , 2 )
( [][[[]_][[][]_]_]_ , 8 )
( [][[[]_][[]_[]_]_]_ , 16 )
( [][[[]_][_[][]_]_]_ , 8 )
( [][[[]_][_[]_[]_]_]_ , 9 )
( [][[[]_][[]_[]]_]_ , 3 )
( [][[[]_][_[_[]]]_]_ , 6 )
( [][[[]_][_[[]_]]_]_ , 8 )
( [][[[]_][_[_[]_]]_]_ , 13 )
( [][[[]_][[_[]_]_]_]_ , 19 )
( [][[_[]][]_[]_]_ , 6 )
( [][[_[]][]_]_ , 41 )
( [][[_[]][_[]]_]_ , 18 )
( [][[_[]][[]_]_]_ , 24 )
( [][[_[]][_[]_]_]_ , 36 )
( [][[_[]][[_[]_]_]_]_ , 3 )
( [][[_[]_][]_[]_]_ , 4 )
( [][[_[]_][]_]_ , 113 )
( [][[_[]_][_[]]_]_ , 12 )
( [][[_[]_][[]_]_]_ , 16 )
( [][[_[]_][_[]_]_]_ , 24 )
( [][[_[]_][[_[]_]_]_]_ , 2 )
( [][[[]_[]_][]_]_ , 27 )
( [][[[][]][]_]_ , 8 )
( [][[[]_[]][]_]_ , 13 )
( [][[[_[]]_][]_]_ , 9 )
( [][[[[]_]_][]_]_ , 6 )
( [][[[_[]_]_][]_]_ , 37 )
( [][[_[_[]]_][]_]_ , 13 )
( [][[_[[]_]_][]_]_ , 21 )
( [][[_[_[]_]_][]_]_ , 21 )
( [][[_[][]][]_]_ , 6 )
( [][[_[]_[]][]_]_ , 4 )
( [][[[][]_][]_]_ , 5 )
( [][[[_[]][]_][]_]_ , 1 )
( [][[[]_[][]_][]_]_ , 1 )
( [][[_[][]_][]_]_ , 6 )
( [][[_[]_[]_][]_]_ , 5 )
( [][[[]_[_[]]][]_]_ , 2 )
( [][[[]_[[]_]][]_]_ , 1 )
( [][[[]_[_[]_]][]_]_ , 1 )
( [][[_[_[][]_]][]_]_ , 1 )
( [][[_[_[]]][]_]_ , 6 )
( [][[_[[]_]][]_]_ , 7 )
( [][[_[[_[]]_]][]_]_ , 1 )
( [][[_[[[]_]_]][]_]_ , 3 )
( [][[_[[_[]_]_]][]_]_ , 2 )
( [][[_[_[]_]][]_]_ , 17 )
( [][[_[_[_[]]_]][]_]_ , 2 )
( [][[_[_[[]_]_]][]_]_ , 1 )
( [][[_[_[_[]_]_]][]_]_ , 2 )
( [][[[_[_[]]]_][]_]_ , 1 )
( [][[[_[[]_]]_][]_]_ , 3 )
( [][[[_[_[]_]]_][]_]_ , 3 )
( [][[[_[_[]]_]_][]_]_ , 1 )
( [][[[_[[]_]_]_][]_]_ , 1 )
( [][[[]_]_[_[]_][]_]_ , 2 )
( [][[[]_]_[_[]_[]_]_]_ , 3 )
( [][[[]_]_[_[][]_]_]_ , 2 )
( [][[[]_]_[[[]_]_]_]_ , 4 )
( [][[[]_]_[[][]]_]_ , 2 )
( [][[][][_[_[]_]_]_]_ , 1 )
( [][[][][[]_]_]_ , 2 )
( [][[][_[]][]_]_ , 16 )
( [][[][[]_][]_]_ , 5 )
( [][[][_[_[]_]][]_]_ , 5 )
( [][[][_[_[]]][]_]_ , 1 )
( [][[][_[[]_]][]_]_ , 1 )
( [][[][_[_[]_]_][]_]_ , 1 )
( [][[][]_[][]_]_ , 4 )
( [][[][_[[_[]_]_]]_]_ , 1 )
( [][[[]_][][]_[]_]_ , 1 )
( [][[[]_][_[]_]_[]_]_ , 4 )
( [][[[]_][_[]]_[]_]_ , 1 )
( [][[[]_][[]_]_[]_]_ , 1 )
( [][[[]_][]_[[]_]_]_ , 2 )
( [][[[]_][]_[_[]_]_]_ , 2 )
( [][[[]_][[_[]]_]_]_ , 10 )
( [][[[]_][_[[_[]_]_]]_]_ , 1 )
( [][[_[]][][]_]_ , 6 )
( [][[_[]_][][]_]_ , 4 )
( [][[]_[][]_[]_]_ , 1 )
( [][[]_[][[]_]_]_ , 4 )
( [][[]_[][_[]_]_]_ , 4 )
( [][[]_[]_[[]_]_]_ , 2 )
( [][[]_[]_[_[]_]_]_ , 2 )
( [][[]_[_[[_[]_]_]]_]_ , 1 )
( [][[[]_]_[][[]_]_]_ , 2 )
( [][[[]_]_[][_[]_]_]_ , 2 )
( [][[[]_]_[[]_][]_]_ , 2 )
( [][[[]_]_[[]_]_[]_]_ , 1 )
( [][[_[]]_[][]_]_ , 6 )
( [][[_[]]_[]_[]_]_ , 3 )
( [][[_[]]_[[]_]_]_ , 18 )
( [][[_[]_]_[][]_]_ , 4 )
( [][[_[]_]_[]_[]_]_ , 2 )
( [][[_[]_]_[[]_]_]_ , 12 )
( [][[_[][]]_[]_]_ , 6 )
( [][[_[]_[]]_[]_]_ , 4 )
( [][[[][]_]_[]_]_ , 5 )
( [][[[_[]][]_]_[]_]_ , 1 )
( [][[[]_[][]_]_[]_]_ , 1 )
( [][[_[][]_]_[]_]_ , 6 )
( [][[_[]_[]_]_[]_]_ , 5 )
( [][[[]_[_[]]]_[]_]_ , 2 )
( [][[[]_[[]_]]_[]_]_ , 1 )
( [][[[]_[_[]_]]_[]_]_ , 1 )
( [][[_[_[][]_]]_[]_]_ , 1 )
( [][[_[_[]]]_[]_]_ , 6 )
( [][[_[[]_]]_[]_]_ , 7 )
( [][[_[[_[]]_]]_[]_]_ , 1 )
( [][[_[[[]_]_]]_[]_]_ , 3 )
( [][[_[[_[]_]_]]_[]_]_ , 2 )
( [][[_[_[]_]]_[]_]_ , 17 )
( [][[_[_[_[]]_]]_[]_]_ , 2 )
( [][[_[_[[]_]_]]_[]_]_ , 1 )
( [][[_[_[_[]_]_]]_[]_]_ , 2 )
( [][[[_[_[]]]_]_[]_]_ , 1 )
( [][[[_[[]_]]_]_[]_]_ , 3 )
( [][[[_[_[]_]]_]_[]_]_ , 3 )
( [][[[_[_[]]_]_]_[]_]_ , 1 )
( [][[[_[[]_]_]_]_[]_]_ , 1 )
( [][[]_[_[_[]_]]_[]_]_ , 1 )
( [][[[]_]_[_[]_]_[]_]_ , 1 )
( [][_[][][]_[]_]_ , 12 )
( [][_[][][_[]_]_]_ , 52 )
( [][_[][][_[_[]_]_]_]_ , 2 )
( [][_[][][][]_]_ , 8 )
( [][_[][][[]_]_]_ , 8 )
( [][_[][_[]][]_]_ , 32 )
( [][_[][[]_][]_]_ , 14 )
( [][_[][_[]_][]_]_ , 69 )
( [][_[][_[_[]_]][]_]_ , 10 )
( [][_[][_[_[]]][]_]_ , 2 )
( [][_[][_[[]_]][]_]_ , 2 )
( [][_[][_[_[]_]_][]_]_ , 2 )
( [][_[][]_[][]_]_ , 8 )
( [][_[][]_[]_[]_]_ , 8 )
( [][_[][]_[[]_]_]_ , 36 )
( [][_[][]_[_[]_]_]_ , 58 )
( [][_[][_[]]_[]_]_ , 24 )
( [][_[][[]_]_[]_]_ , 7 )
( [][_[][_[]_]_[]_]_ , 21 )
( [][_[]_[][[]_]_]_ , 12 )
( [][_[]_[_[[_[]_]_]]_]_ , 4 )
( [][_[]_[_[_[]_]]_[]_]_ , 3 )
( [][_[][[_[]]_[]_]_]_ , 2 )
( [][_[][[[]_]_[]_]_]_ , 1 )
( [][_[][[_[]_]_[]_]_]_ , 1 )
( [][_[][[_[]][]_]_]_ , 2 )
( [][_[][[[]_][]_]_]_ , 1 )
( [][_[][[_[]_][]_]_]_ , 1 )
( [][_[][_[][]_]_]_ , 36 )
( [][_[][_[_[]_][]_]_]_ , 1 )
( [][_[][_[]_[]_]_]_ , 47 )
( [][_[][_[_[]_[]]]_]_ , 1 )
( [][_[][_[[]_[]_]]_]_ , 1 )
( [][_[][_[[][]_]]_]_ , 2 )
( [][_[][_[[]_[]]]_]_ , 1 )
( [][_[][_[_[]]]_]_ , 24 )
( [][_[][_[[]_]]_]_ , 35 )
( [][_[][_[[_[]]_]]_]_ , 2 )
( [][_[][_[[_[]_]_]]_]_ , 2 )
( [][_[][_[_[]_]]_]_ , 73 )
( [][_[][_[_[_[]]_]]_]_ , 2 )
( [][_[][_[_[[]_]_]]_]_ , 4 )
( [][_[][_[_[_[]_]_]]_]_ , 3 )
( [][_[][[[]_]_]_]_ , 20 )
( [][_[][[_[_[]_]]_]_]_ , 5 )
( [][_[][[_[]_[]]_]_]_ , 1 )
( [][_[][[_[][]]_]_]_ , 2 )
( [][_[][[[][]_]_]_]_ , 1 )
( [][_[][[[]_[]]_]_]_ , 1 )
( [][_[][[_[[]_]]_]_]_ , 4 )
( [][_[][[_[_[]]]_]_]_ , 1 )
( [][_[][[[_[]_]_]_]_]_ , 4 )
( [][_[][[[_[]]_]_]_]_ , 1 )
( [][_[][[[[]_]_]_]_]_ , 1 )
( [][_[][[_[_[]_]_]_]_]_ , 2 )
( [][_[][[_[[]_]_]_]_]_ , 3 )
( [][_[][_[_[[]_]_]_]_]_ , 4 )
( [][_[][_[_[]_[]]_]_]_ , 2 )
( [][_[][_[[][]]_]_]_ , 4 )
( [][_[][_[[[]_]_]_]_]_ , 4 )
( [][_[][_[_[_[]]_]_]_]_ , 9 )
( [][_[][_[_[_[]_]_]_]_]_ , 7 )
( [][_[][_[_[][]]_]_]_ , 2 )
( [][_[][_[[][]_]_]_]_ , 2 )
( [][_[][_[[]_[]_]_]_]_ , 2 )
( [][_[][_[_[][]_]_]_]_ , 2 )
( [][_[][_[_[]_[]_]_]_]_ , 1 )
( [][_[][_[[]_[]]_]_]_ , 2 )
( [][_[][_[_[_[]]]_]_]_ , 2 )
( [][_[][_[_[[]_]]_]_]_ , 2 )
( [][_[][_[_[_[]_]]_]_]_ , 3 )
( [][_[][_[[_[]_]_]_]_]_ , 1 )
( [][_[_[]][_[_[]_]_]_]_ , 1 )
( [][_[_[]][[]_]_]_ , 14 )
( [][_[[]_][[]_]_]_ , 6 )
( [][_[[]_][][]_]_ , 8 )
( [][_[_[]_][][]_]_ , 18 )
( [][_[_[]_][[]_]_]_ , 16 )
( [][_[_[_[]]][[]_]_]_ , 2 )
( [][_[_[_[]]][_[]_]_]_ , 2 )
( [][_[_[[]_]][[]_]_]_ , 6 )
( [][_[_[[]_]][_[]_]_]_ , 6 )
( [][_[_[_[]_]][[]_]_]_ , 6 )
( [][_[_[_[]_]][_[]_]_]_ , 6 )
( [][_[_[_[]]_][[]_]_]_ , 2 )
( [][_[_[_[]]_][_[]_]_]_ , 2 )
( [][_[_[[]_]_][[]_]_]_ , 2 )
( [][_[_[[]_]_][_[]_]_]_ , 2 )
( [][_[_[][]][]_]_ , 10 )
( [][_[_[]_[]][]_]_ , 4 )
( [][_[[][]_][]_]_ , 7 )
( [][_[[]_[]][]_]_ , 2 )
( [][_[[]_[]_][]_]_ , 6 )
( [][_[_[]_[]_][]_]_ , 20 )
( [][_[_[_[][]]_][]_]_ , 2 )
( [][_[_[_[]_[]]][]_]_ , 1 )
( [][_[_[[]_[]_]][]_]_ , 1 )
( [][_[_[[][]_]][]_]_ , 2 )
( [][_[_[_[][]_]][]_]_ , 1 )
( [][_[_[[]_[]]][]_]_ , 1 )
( [][_[_[_[_[]]]][]_]_ , 6 )
( [][_[_[_[[]_]]][]_]_ , 1 )
( [][_[_[_[_[]_]]][]_]_ , 5 )
( [][_[_[[_[]]_]][]_]_ , 2 )
( [][_[_[[[]_]_]][]_]_ , 3 )
( [][_[_[[_[]_]_]][]_]_ , 2 )
( [][_[_[_[_[]]_]][]_]_ , 2 )
( [][_[_[_[[]_]_]][]_]_ , 1 )
( [][_[_[_[_[]_]_]][]_]_ , 1 )
( [][_[_[]]_[][]_]_ , 6 )
( [][_[[]_]_[]_[]_]_ , 5 )
( [][_[[]_]_[[]_]_]_ , 10 )
( [][_[_[]_]_[[]_]_]_ , 18 )
( [][_[_[]_]_[_[]_]_]_ , 18 )
( [][_[[]_[]_]_[]_]_ , 3 )
( [][_[]_[][_[_[]_]_]_]_ , 1 )
( [][_[]_[_[_[]_]][]_]_ , 5 )
( [][_[]_[_[_[]]][]_]_ , 1 )
( [][_[]_[_[[]_]][]_]_ , 1 )
( [][_[]_[_[_[]_]_][]_]_ , 1 )
( [][_[]_[]_[][]_]_ , 4 )
( [][_[[]_]_[][]_]_ , 2 )
( [][_[_[]_]_[]_[]_]_ , 9 )
( [][_[_[]_[]_]_[]_]_ , 9 )
( [][_[_[_[][]]_]_[]_]_ , 1 )
( [][_[][][_[]]_]_ , 4 )
( [][_[][]_[_[]]_]_ , 12 )
( [][_[][]_[[_[]_]_]_]_ , 2 )
( [][_[][_[][]]_]_ , 8 )
( [][_[][[][]]_]_ , 2 )
( [][[][][][_[]_]]_ , 1 )
( [][[][][_[]][]]_ , 2 )
( [][[][][_[]_][]]_ , 1 )
( [][[][_[_[]_]]_[]]_ , 5 )
( [][[][_[_[]]]_[]]_ , 1 )
( [][[][_[[]_]]_[]]_ , 1 )
( [][[][_[_[]_]_]_[]]_ , 1 )
( [][[][]_[[_[]_]_]]_ , 1 )
( [][[][]]_ , 5 )
( [][[][_[][]_]]_ , 28 )
( [][[][_[_[]_][]_]]_ , 1 )
( [][[][_[]_[]_]]_ , 40 )
( [][[][_[]]]_ , 10 )
( [][[][_[_[]_[]]]]_ , 1 )
( [][[][_[[]_[]_]]]_ , 3 )
( [][[][_[[][]_]]]_ , 4 )
( [][[][_[[]_[]]]]_ , 1 )
( [][[][_[_[]]]]_ , 4 )
( [][[][_[[]_]]]_ , 9 )
( [][[][_[[_[]]_]]]_ , 5 )
( [][[][_[[_[]_]_]]]_ , 5 )
( [][[][_[_[]_]]]_ , 45 )
( [][[][_[_[_[]]_]]]_ , 6 )
( [][[][_[_[[]_]_]]]_ , 4 )
( [][[][_[_[_[]_]_]]]_ , 7 )
( [][[][_[_[]_[]_]]]_ , 3 )
( [][[][_[_[][]_]]]_ , 2 )
( [][[][_[[[]_]_]]]_ , 3 )
( [][[][_[]_]]_ , 139 )
( [][[][_[_[]_]_]]_ , 138 )
( [][[][_[_[]]_]]_ , 55 )
( [][[][_[[]_]_]]_ , 60 )
( [][[][_[_[[]_]_]_]]_ , 6 )
( [][[][_[_[]_[]]_]]_ , 3 )
( [][[][_[[][]]_]]_ , 4 )
( [][[][_[[[]_]_]_]]_ , 4 )
( [][[][_[_[_[]]_]_]]_ , 11 )
( [][[][_[_[_[]_]_]_]]_ , 10 )
( [][[][_[_[][]]_]]_ , 2 )
( [][[][_[[][]_]_]]_ , 4 )
( [][[][_[[]_[]_]_]]_ , 3 )
( [][[][_[_[][]_]_]]_ , 2 )
( [][[][_[_[]_[]_]_]]_ , 1 )
( [][[][_[[]_[]]_]]_ , 3 )
( [][[][_[_[_[]]]_]]_ , 2 )
( [][[][_[_[[]_]]_]]_ , 2 )
( [][[][_[_[_[]_]]_]]_ , 3 )
( [][[][_[[_[]_]_]_]]_ , 3 )
( [][[][_[[_[]]_]_]]_ , 2 )
( [][[][_[[]_]_][]]_ , 1 )
( [][[[]_][][]_[]]_ , 1 )
( [][[[]_][][]]_ , 13 )
( [][[[]_][][_[]_]]_ , 3 )
( [][[[]_][_[]_][]]_ , 16 )
( [][[[]_][_[]][]]_ , 5 )
( [][[[]_][[]_][]]_ , 9 )
( [][[[]_][_[[]_]_][]]_ , 1 )
( [][[[]_][]_[]_[]]_ , 1 )
( [][[[]_][]_[]]_ , 26 )
( [][[[]_][]_[_[]_]]_ , 1 )
( [][[[]_][_[]_]_[]]_ , 4 )
( [][[[]_][_[]]_[]]_ , 1 )
( [][[[]_][[]_]_[]]_ , 1 )
( [][[[]_][]_[][]]_ , 2 )
( [][[][[]_]]_ , 16 )
( [][[][[_[]_]_]]_ , 3 )
( [][[_[]][]_[]]_ , 12 )
( [][[_[]][]]_ , 6 )
( [][[_[]][[]_]]_ , 30 )
( [][[_[]][_[]_]]_ , 72 )
( [][[_[]][[_[]_]_]]_ , 3 )
( [][[[]_][]]_ , 4 )
( [][[[]_][[]_]]_ , 20 )
( [][[[]_][_[]_]]_ , 48 )
( [][[[]_][[_[]_]_]]_ , 2 )
( [][[_[]_][]_[]]_ , 20 )
( [][[_[]_][]]_ , 4 )
( [][[_[]_][[]_]]_ , 20 )
( [][[_[]_][_[]_]]_ , 48 )
( [][[_[]_][[_[]_]_]]_ , 2 )
( [][[[]_[]_][]_[]]_ , 2 )
( [][[[][]][]_[]]_ , 2 )
( [][[[]_[]][]_[]]_ , 2 )
( [][[[_[]]_][]_[]]_ , 1 )
( [][[[[]_]_][]_[]]_ , 1 )
( [][[[_[]_]_][]_[]]_ , 6 )
( [][[_[_[]]_][]_[]]_ , 2 )
( [][[_[[]_]_][]_[]]_ , 4 )
( [][[_[_[]_]_][]_[]]_ , 3 )
( [][[]_[][][]]_ , 4 )
( [][[]_[_[]][]]_ , 9 )
( [][[]_[_[[]_]_][]]_ , 1 )
( [][[]_[]_[]_[]]_ , 3 )
( [][[]_[]_[][]]_ , 2 )
( [][[]_[_[[_[]_]_]_]]_ , 2 )
( [][[[]_]_[][][]]_ , 2 )
( [][[[]_]_[][]]_ , 9 )
( [][[[]_]_[][_[]_]]_ , 1 )
( [][[[]_]_[_[]][]]_ , 2 )
( [][[[]_]_[_[]_][]]_ , 1 )
( [][[[]_]_[]_[]]_ , 54 )
( [][[[]_]_[]_[_[]_]]_ , 3 )
( [][[[]_]_[[]_]_[]]_ , 7 )
( [][[[]_]_[_[]_]_[]]_ , 7 )
( [][[[]_]_[]_[]_[]]_ , 1 )
( [][[[]_]_[]]_ , 62 )
( [][[[]_]_[[]_]]_ , 19 )
( [][[[]_]_[_[]_]]_ , 81 )
( [][[[]_]_[[_[]_]_]]_ , 2 )
( [][[[]_]_[[]_[]_]]_ , 2 )
( [][[[]_]_[[][]_]]_ , 2 )
( [][[[]_]_[_[]_[]_]]_ , 1 )
( [][[[]_]_[[_[]]_]]_ , 2 )
( [][[[]_]_[_[_[]]_]]_ , 6 )
( [][[[]_]_[_[[]_]_]]_ , 8 )
( [][[[]_]_[_[_[]_]_]]_ , 13 )
( [][[[]_]_[_[[_[]_]_]_]]_ , 1 )
( [][[_[]]_[][]]_ , 6 )
( [][[_[]]_[]_[]]_ , 12 )
( [][[_[]]_[]]_ , 45 )
( [][[_[]]_[_[]_]]_ , 30 )
( [][[_[]]_[[]_]]_ , 6 )
( [][[_[]_]_[][]]_ , 4 )
( [][[_[]_]_[]_[]]_ , 8 )
( [][[_[]_]_[]]_ , 167 )
( [][[_[]_]_[_[]_]]_ , 32 )
( [][[_[]_]_[[]_]]_ , 4 )
( [][[[]_[]_]_[]]_ , 101 )
( [][[[][]]_[]]_ , 6 )
( [][[[]_[]]_[]]_ , 27 )
( [][[[_[]]_]_[]]_ , 25 )
( [][[[[]_]_]_[]]_ , 13 )
( [][[[_[]_]_]_[]]_ , 90 )
( [][[_[_[]]_]_[]]_ , 46 )
( [][[_[[]_]_]_[]]_ , 43 )
( [][[_[_[]_]_]_[]]_ , 88 )
( [][[_[][]]_[]]_ , 21 )
( [][[_[]_[]]_[]]_ , 26 )
( [][[[][]_]_[]]_ , 18 )
( [][[[_[]][]_]_[]]_ , 4 )
( [][[[]_[][]_]_[]]_ , 4 )
( [][[_[][]_]_[]]_ , 34 )
( [][[_[]_[]_]_[]]_ , 33 )
( [][[[]_[_[]]]_[]]_ , 8 )
( [][[[]_[[]_]]_[]]_ , 8 )
( [][[[]_[_[]_]]_[]]_ , 12 )
( [][[_[_[][]_]]_[]]_ , 11 )
( [][[_[_[]]]_[]]_ , 24 )
( [][[_[[]_]]_[]]_ , 27 )
( [][[_[[_[]]_]]_[]]_ , 9 )
( [][[_[[[]_]_]]_[]]_ , 10 )
( [][[_[[_[]_]_]]_[]]_ , 11 )
( [][[_[_[]_]]_[]]_ , 93 )
( [][[_[_[_[]]_]]_[]]_ , 26 )
( [][[_[_[[]_]_]]_[]]_ , 15 )
( [][[_[_[_[]_]_]]_[]]_ , 29 )
( [][[[_[_[]]]_]_[]]_ , 5 )
( [][[[_[[]_]]_]_[]]_ , 10 )
( [][[[_[_[]_]]_]_[]]_ , 14 )
( [][[[_[_[]]_]_]_[]]_ , 8 )
( [][[[_[[]_]_]_]_[]]_ , 8 )
( [][[[]_]_[][]_[]]_ , 2 )
( [][[[]_]_[_[]]_[]]_ , 1 )
( [][[[]_[]_]_[_[]_]]_ , 2 )
( [][[[][]]_[_[]_]]_ , 2 )
( [][[[]_[]]_[_[]_]]_ , 2 )
( [][[[_[]]_]_[_[]_]]_ , 1 )
( [][[[[]_]_]_[_[]_]]_ , 1 )
( [][[[_[]_]_]_[_[]_]]_ , 6 )
( [][[_[_[]]_]_[_[]_]]_ , 2 )
( [][[_[[]_]_]_[_[]_]]_ , 4 )
( [][[_[_[]_]_]_[_[]_]]_ , 3 )
( [][[_[][[]_]]_[]]_ , 3 )
( [][[_[_[]]_[]]_[]]_ , 2 )
( [][[_[[]_]_[]]_[]]_ , 4 )
( [][[_[]_[[]_]]_[]]_ , 2 )
( [][[_[_[]_]_[]]_[]]_ , 3 )
( [][[[]_[_[]_]_]_[]]_ , 16 )
( [][[[]_[_[]]_]_[]]_ , 10 )
( [][[[]_[[]_]_]_[]]_ , 4 )
( [][[[]_[]_[]_]_[]]_ , 1 )
( [][[[_[]]_[]_]_[]]_ , 1 )
( [][[[][][]]_[]]_ , 2 )
( [][[[]_[][]]_[]]_ , 2 )
( [][[[]_[_[_[]_]]]_[]]_ , 1 )
( [][[[_[]]_[]]_[]]_ , 1 )
( [][[[]_[]_[]]_[]]_ , 2 )
( [][[[[]_]_[]]_[]]_ , 1 )
( [][[[_[]_]_[]]_[]]_ , 6 )
( [][[_[[][]_]]_[]]_ , 2 )
( [][[_[[]_[]_]]_[]]_ , 2 )
( [][[_[_[]_[]_]]_[]]_ , 9 )
( [][[_[_[_[]_]]]_[]]_ , 3 )
( [][[_[_[_[][]]_]]_[]]_ , 1 )
( [][[[_[][]_]_]_[]]_ , 2 )
( [][[[[_[]]_]_]_[]]_ , 1 )
( [][[[[[]_]_]_]_[]]_ , 3 )
( [][[[[_[]_]_]_]_[]]_ , 2 )
( [][[[_[_[]_]_]_]_[]]_ , 6 )
( [][[[_[][]]_]_[]]_ , 4 )
( [][[[_[]_[]]_]_[]]_ , 2 )
( [][[[[][]_]_]_[]]_ , 1 )
( [][[[[]_[]]_]_[]]_ , 1 )
( [][[_[_[][]_]_]_[]]_ , 2 )
( [][[_[[_[]]_]_]_[]]_ , 3 )
( [][[_[[[]_]_]_]_[]]_ , 6 )
( [][[_[[_[]_]_]_]_[]]_ , 4 )
( [][[_[_[_[]]_]_]_[]]_ , 4 )
( [][[_[_[[]_]_]_]_[]]_ , 2 )
( [][[_[_[_[]_]_]_]_[]]_ , 3 )
( [][[_[_[]_[]]_]_[]]_ , 1 )
( [][[_[[]_[]_]_]_[]]_ , 1 )
( [][[_[[][]_]_]_[]]_ , 2 )
( [][[_[[]_[]]_]_[]]_ , 1 )
( [][[_[_[_[]]]_]_[]]_ , 6 )
( [][[_[_[[]_]]_]_[]]_ , 1 )
( [][[_[_[_[]_]]_]_[]]_ , 5 )
( [][[_[_[][]]_]_[]]_ , 1 )
( [][_[[][_[]_[]]_]]_ , 1 )
( [][_[[][[]_[]_]_]]_ , 1 )
( [][_[[][[][]_]_]]_ , 2 )
( [][_[[][[]_[]]_]]_ , 1 )
( [][_[[][[_[]]_]_]]_ , 2 )
( [][_[[][[_[]_]_]_]]_ , 1 )
( [][_[[][_[_[]]_]_]]_ , 2 )
( [][_[[][_[[]_]_]_]]_ , 2 )
( [][_[[][_[_[]_]_]_]]_ , 3 )
( [][_[[]_[[_[]_]_]_]]_ , 3 )
( [][_[_[_[]]_[_[]_]_]]_ , 1 )
( [][_[_[[]_]_[_[]_]_]]_ , 1 )
( [][_[_[]_[[_[]_]_]_]]_ , 9 )
( [][_[_[][_[]_[]]_]]_ , 1 )
( [][_[_[][[]_[]_]_]]_ , 1 )
( [][_[_[][[][]_]_]]_ , 2 )
( [][_[_[][[]_[]]_]]_ , 1 )
( [][_[_[][[_[]]_]_]]_ , 2 )
( [][_[_[][[_[]_]_]_]]_ , 1 )
( [][_[_[][_[_[]]_]_]]_ , 2 )
( [][_[_[][_[[]_]_]_]]_ , 2 )
( [][_[_[][_[_[]_]_]_]]_ , 3 )
( [][_[_[_[]][_[]_]_]]_ , 1 )
( [][_[_[[]_][_[]_]_]]_ , 3 )
( [][_[_[[[]_]_]]]_ , 14 )
( [][_[_[[][[]_]_]_]]_ , 1 )
( [][_[_[_[_[_[]_]]]_]]_ , 5 )
( [][_[_[_[_[_[]]]]_]]_ , 1 )
( [][_[_[_[_[[]_]]]_]]_ , 1 )
( [][_[_[_[_[_[]_]_]]_]]_ , 2 )
( [][_[_[[[][]_]_]_]]_ , 1 )
( [][_[_[[[]_[]_]_]_]]_ , 1 )
( [][_[_[[[_[]]_]_]_]]_ , 6 )
( [][_[_[[[[]_]_]_]_]]_ , 1 )
( [][_[_[[[_[]_]_]_]_]]_ , 5 )
( [][_[_[[_[_[]]_]_]_]]_ , 2 )
( [][_[_[[_[[]_]_]_]_]]_ , 1 )
( [][_[_[_[_[]_][]]_]]_ , 1 )
( [][_[_[_[_[]]_[]]_]]_ , 8 )
( [][_[_[_[[]_]_[]]_]]_ , 2 )
( [][_[_[_[_[]_]_[]]_]]_ , 6 )
( [][_[_[_[][]_[]]_]]_ , 1 )
( [][_[_[_[]_[]_[]]_]]_ , 1 )
( [][_[_[_[_[]][]_]_]]_ , 2 )
( [][_[_[_[[]_][]_]_]]_ , 1 )
( [][_[_[_[_[]_][]_]_]]_ , 1 )
( [][_[_[_[][][]_]_]]_ , 2 )
( [][_[_[_[][_[]_]_]_]]_ , 2 )
( [][_[_[_[]_[_[]_]_]_]]_ , 3 )
( [][_[_[_[]_[_[]]_]_]]_ , 2 )
( [][_[_[_[]_[[]_]_]_]]_ , 2 )
( [][_[_[_[][]_[]_]_]]_ , 1 )
( [][_[_[_[][_[]]_]_]]_ , 2 )
( [][_[_[_[_[]_[]]]_]]_ , 1 )
